Match ID,Round,Team 1,Team 2,Assigned Stadium,Assigned City
SF_1,Semifinal,Senegal,Egypt,Mohammed V Complex,Casablanca
SF_2,Semifinal,Morocco,Nigeria,Rabat Olympic Stadium,Rabat
